"Record_number","Entry_date","Study_number","Author","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_growingseason","Rs_wet","Rs_dry","GPP","ER","NEP","NPP","ANPP","BNPP","TBCA","Litter_flux","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes"
7756,"2019-12-19",11038,"Chen","Q01","JM","China","Hubei Province","Tian'e Zhou Wetland Reserve","CN-HB-C3",2010,1,29.8,112.33,NA,"None",NA,NA,NA,"Hemathrial altissima","Subtropical","Wetland",NA,"Deciduous",NA,NA,NA,NA,NA,NA,NA,NA,16,1200,NA,NA,NA,"IRGA",NA,1.5,84.9,"9to11",30,1,NA,725.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
7757,"2019-12-19",11038,"Chen","Q01","JM","China","Hubei Province","Tian'e Zhou Wetland Reserve","CN-HB-C4",2010,1,29.8,112.33,NA,"None",NA,NA,NA,"Carex argyi","Subtropical","Wetland",NA,"Deciduous",NA,NA,NA,NA,NA,NA,NA,NA,16,1200,NA,NA,NA,"IRGA",NA,1.5,84.9,"9to11",30,1,NA,668.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
7766,"2019-12-18",11047,"Luo","Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-CK",2014.5,1,44.8,116.033,NA,"None","25 mL water",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,251.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7767,"2019-12-18",11047,"Luo","Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N1",2014.5,1,44.8,116.033,NA,"Fertilized","25 L of water and P added, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,245.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7768,"2019-12-18",11047,"Luo","Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N2",2014.5,1,44.8,116.033,NA,"Fertilized","2 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,241.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7769,"2019-12-18",11047,"Luo","Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N5",2014.5,1,44.8,116.033,NA,"Fertilized","5 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,269.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7770,"2019-12-18",11047,"Luo","Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N10",2014.5,1,44.8,116.033,NA,"Fertilized","10 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,269.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7771,"2019-12-18",11047,"Luo","Q01","DP","China","Inner Mongolia","Xilin River","CN-IM-N25",2014.5,1,44.8,116.033,NA,"Fertilized","25 g N m−2 yr−1, 1 g P2O5 m−2 yr−1",NA,NA,"Stipa grandis","Temperate","Grassland","Managed","Deciduous","Mature","Calcic-orthic Aridisol","Dry",NA,NA,NA,NA,NA,0.7,330,NA,NA,NA,"IRGA",NA,12,323.49,"0to24",45,1,NA,283.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7797,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-CK",2010.5,1,37.617,101.2,3250,"None",NA,NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",1136.12,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7798,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-NADD",2010.5,1,37.617,101.2,3250,"Fertilized","100kg ha.^-1 yr.^-1",NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",1146.91,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7799,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-PADD",2010.5,1,37.617,101.2,3250,"Fertilized","50kg ha-1 yr-1 P",NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",1133.08,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7800,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-NPADD",2010.5,1,37.617,101.2,3250,"Fertilized","100kg ha-1 yr-1, 50kg ha-1 yr-1 N and P",NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",1217.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7801,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-CK",2011.5,1,37.617,101.2,3250,"None",NA,NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",983.02,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7802,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-NADD",2011.5,1,37.617,101.2,3250,"Fertilized","100kg ha.^-1 yr.^-1",NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",1028.17,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7803,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-PADD",2011.5,1,37.617,101.2,3250,"Fertilized","50kg ha-1 yr-1 P",NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",1082.48,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7804,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-NPADD",2011.5,1,37.617,101.2,3250,"Fertilized","100kg ha-1 yr-1, 50kg ha-1 yr-1 N and P",NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",1149.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7805,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-CK",2012.5,1,37.617,101.2,3250,"None",NA,NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",1000.24,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7806,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-NADD",2012.5,1,37.617,101.2,3250,"Fertilized","100kg ha.^-1 yr.^-1",NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",961.48,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7807,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-PADD",2012.5,1,37.617,101.2,3250,"Fertilized","50kg ha-1 yr-1 P",NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",998.76,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7808,"2019-12-20",11063,"Ren","Q01","JM","China","Qinghai Province","Haibei Alpine Medow Ecosystem Research Station","CN-QH-NPADD",2012.5,1,37.617,101.2,3250,"Fertilized","100kg ha-1 yr-1, 50kg ha-1 yr-1 N and P",NA,1,"Kobresia humilis","Temperate","Grassland","Managed","Deciduous","Aggrading","Gelic cambisols","Dry",NA,NA,NA,NA,NA,-1.3,350.9,NA,NA,NA,"IRGA",NA,5,314,NA,10,1,"Exclusion",1142.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7827,"2019-12-23",11065,"Zhou","Q01","DP","China","Yunnan","National Forest Reserve","CN-YN-NFR",2009,1,21.933,101.25,NA,"None",NA,NA,NA,"Terminalia myriocarpa","Tropical","Forest","Unmanaged","Evergreen","Mature","Oxisol","Dry",NA,NA,NA,NA,29.5,21.5,1557,NA,NA,NA,"IRGA",NA,3,177,"9to14",14,1,"Exclusion",1123,NA,NA,NA,NA,805,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Supplement related to this article is available online at doi:10.5194/bg-13-5487-2016-supplement."
7828,"2019-12-23",11065,"Zhou","Q01","DP","China","Yunnan","National Forest Reserve","CN-YN-NFR",2010,1,21.933,101.25,NA,"None",NA,NA,NA,"Terminalia myriocarpa","Tropical","Forest","Unmanaged","Evergreen","Mature","Oxisol","Dry",NA,NA,NA,NA,29.5,21.5,1557,NA,NA,NA,"IRGA",NA,3,177,"9to14",14,1,"Exclusion",980,NA,NA,NA,NA,736,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Supplement related to this article is available online at doi:10.5194/bg-13-5487-2016-supplement."
7829,"2019-12-23",11065,"Zhou","Q01","DP","China","Yunnan","National Forest Reserve","CN-YN-NFR",2011,1,21.933,101.25,NA,"None",NA,NA,NA,"Terminalia myriocarpa","Tropical","Forest","Unmanaged","Evergreen","Mature","Oxisol","Dry",NA,NA,NA,NA,29.5,21.5,1557,NA,NA,NA,"IRGA",NA,3,177,"9to14",14,1,"Exclusion",892,NA,NA,NA,NA,647,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Supplement related to this article is available online at doi:10.5194/bg-13-5487-2016-supplement."
8089,"2020-01-23",8443,"Jiang","Q01","DP","China","Guangzhou","Sun Yat-sen University","US-GZ-CK",2011.5,1,23.103,113.294,NA,"None","0 kg N ha−1 year−1",NA,NA,"Axonopus affinis","Subtropical","Grassland","Managed","Evergreen","Aggrading","Loamy","Dry",NA,NA,43,35,22,21.9,1735,NA,NA,NA,"IRGA",NA,20,415.26,"0to24",0.1,1,NA,919.8,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8090,"2020-01-23",8443,"Jiang","Q01","DP","China","Guangzhou","Sun Yat-sen University","US-GZ-100N",2011.5,1,23.103,113.294,NA,"Fertilized","100 kg N ha−1 year−1",NA,NA,"Axonopus affinis","Subtropical","Grassland","Managed","Evergreen","Aggrading","Loamy","Dry",NA,NA,43,35,22,21.9,1735,NA,NA,NA,"IRGA",NA,20,415.26,"0to24",0.1,1,NA,974.55,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8091,"2020-01-23",8443,"Jiang","Q01","DP","China","Guangzhou","Sun Yat-sen University","US-GZ-200N",2011.5,1,23.103,113.294,NA,"Fertilized","200 kg N ha−1 year−1",NA,NA,"Axonopus affinis","Subtropical","Grassland","Managed","Evergreen","Aggrading","Loamy","Dry",NA,NA,43,35,22,21.9,1735,NA,NA,NA,"IRGA",NA,20,415.26,"0to24",0.1,1,NA,1054.85,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8110,"2020-01-23",8461,"Du","Q01","JM","China","Hebei Province","Saihanba Forestry Center","CN-HB-CK",2011.5,1,42.5,117.35,1400,"None",NA,NA,NA,"Pinus sylvestris mongolica","Temperate","Forest","Managed","Evergreen","Mature","Sandy","Dry",NA,NA,NA,NA,NA,-1.4,450.1,NA,NA,NA,"IRGA",NA,3,78.5,NA,30,0.5,"Exclusion",519.48,NA,NA,NA,440.86,123.08,0.85,NA,NA,NA,NA,NA,149.8,582.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8111,"2020-01-23",8461,"Du","Q01","JM","China","Hebei Province","Saihanba Forestry Center","CN-HB-5N",2011.5,1,42.5,117.35,1400,"Fertilized","5 h N m^-1 yr^-1 Urea",NA,NA,"Pinus sylvestris mongolica","Temperate","Forest","Managed","Evergreen","Mature","Sandy","Dry",NA,NA,NA,NA,NA,-1.4,450.1,NA,NA,NA,"IRGA",NA,3,78.5,NA,30,0.5,"Exclusion",602.04,NA,NA,NA,485.42,163.13,0.81,NA,NA,NA,NA,NA,255.3,672.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8112,"2020-01-23",8461,"Du","Q01","JM","China","Hebei Province","Saihanba Forestry Center","CN-HB-10N",2011.5,1,42.5,117.35,1400,"Fertilized","10 h N m^-1 yr^-1 Urea",NA,NA,"Pinus sylvestris mongolica","Temperate","Forest","Managed","Evergreen","Mature","Sandy","Dry",NA,NA,NA,NA,NA,-1.4,450.1,NA,NA,NA,"IRGA",NA,3,78.5,NA,30,0.5,"Exclusion",551.08,NA,NA,NA,447.09,161.55,0.81,NA,NA,NA,NA,NA,264.9,719.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8113,"2020-01-23",8461,"Du","Q01","JM","China","Hebei Province","Saihanba Forestry Center","CN-HB-15N",2011.5,1,42.5,117.35,1400,"Fertilized","15 h N m^-1 yr^-1 Urea",NA,NA,"Pinus sylvestris mongolica","Temperate","Forest","Managed","Evergreen","Mature","Sandy","Dry",NA,NA,NA,NA,NA,-1.4,450.1,NA,NA,NA,"IRGA",NA,3,78.5,NA,30,0.5,"Exclusion",546.12,NA,NA,NA,428.37,275,0.78,NA,NA,NA,NA,NA,429.2,822.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8114,"2020-01-23",8461,"Du","Q01","JM","China","Hebei Province","Saihanba Forestry Center","CN-HB-CK",2012.5,1,42.5,117.35,1400,"None",NA,NA,NA,"Pinus sylvestris mongolica","Temperate","Forest","Managed","Evergreen","Mature","Sandy","Dry",NA,NA,NA,NA,NA,-1.4,450.1,NA,NA,NA,"IRGA",NA,3,78.5,NA,30,0.5,"Exclusion",455.76,NA,NA,NA,407.52,87.15,0.89,NA,NA,NA,NA,NA,149.8,582.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8115,"2020-01-23",8461,"Du","Q01","JM","China","Hebei Province","Saihanba Forestry Center","CN-HB-5N",2012.5,1,42.5,117.35,1400,"Fertilized","5 h N m^-1 yr^-1 Urea",NA,NA,"Pinus sylvestris mongolica","Temperate","Forest","Managed","Evergreen","Mature","Sandy","Dry",NA,NA,NA,NA,NA,-1.4,450.1,NA,NA,NA,"IRGA",NA,3,78.5,NA,30,0.5,"Exclusion",457.35,NA,NA,NA,377.8,125,0.83,NA,NA,NA,NA,NA,255.3,672.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8116,"2020-01-23",8461,"Du","Q01","JM","China","Hebei Province","Saihanba Forestry Center","CN-HB-10N",2012.5,1,42.5,117.35,1400,"Fertilized","10 h N m^-1 yr^-1 Urea",NA,NA,"Pinus sylvestris mongolica","Temperate","Forest","Managed","Evergreen","Mature","Sandy","Dry",NA,NA,NA,NA,NA,-1.4,450.1,NA,NA,NA,"IRGA",NA,3,78.5,NA,30,0.5,"Exclusion",476.45,NA,NA,NA,427.01,67.51,0.9,NA,NA,NA,NA,NA,264.9,719.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8117,"2020-01-23",8461,"Du","Q01","JM","China","Hebei Province","Saihanba Forestry Center","CN-HB-15N",2012.5,1,42.5,117.35,1400,"Fertilized","15 h N m^-1 yr^-1 Urea",NA,NA,"Pinus sylvestris mongolica","Temperate","Forest","Managed","Evergreen","Mature","Sandy","Dry",NA,NA,NA,NA,NA,-1.4,450.1,NA,NA,NA,"IRGA",NA,3,78.5,NA,30,0.5,"Exclusion",436.48,NA,NA,NA,351.19,160.15,0.8,NA,NA,NA,NA,NA,429.2,822.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8235,"2020-02-05",8665,"Wu","Q1","JJ","China","Zhejiang","Miaoshanwu","CN-ZJ-MSW",2010.5,1,30.1,119.98,NA,"None",NA,30,NA,"Phyllostachys pubescens","Temperate","Plantation","Natural","Evergreen",NA,NA,"Dry",NA,NA,NA,NA,NA,16.2,1464,NA,NA,NA,"IRGA",NA,NA,3600,"0to24",0.1,1,"Exclusion",1392.64,NA,NA,NA,NA,1127.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fig 1 Table 1"
8259,"2020-02-06",8728,"Hu","Q1","JJ","China","Ningxia","Zhongwei, Shapotou","CN-NX-ALGAE",2011.5,1,37.53,105.03,1330,"None",NA,50,NA,"Caragana korshinshii, Hedysarum scoparium","Temperate","Shrubland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,9.6,186.5,2400,NA,NA,"Gas chromatography",15,NA,1600,"9to10",30,1,NA,90.0653,11.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8260,"2020-02-06",8728,"Hu","Q1","JJ","China","Ningxia","Zhongwei, Shapotou","CN-NX-MOSS",2011.5,1,37.53,105.03,1330,"None",NA,50,NA,"Caragana korshinshii, Hedysarum scoparium","Temperate","Shrubland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,9.6,186.5,2400,NA,NA,"Gas chromatography",15,NA,1600,"9to10",30,1,NA,251.0839,71.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8261,"2020-02-06",8728,"Hu","Q1","JJ","China","Ningxia","Zhongwei, Shapotou","CN-NX-1964",2011.5,1,37.53,105.03,1330,"None",NA,30,NA,"Caragana korshinshii, Hedysarum scoparium","Temperate","Shrubland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,9.6,186.5,2400,NA,NA,"Gas chromatography",15,NA,1600,"9to10",30,1,NA,266.6124,71.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8262,"2020-02-06",8728,"Hu","Q1","JJ","China","Ningxia","Zhongwei, Shapotou","CN-NX-1981",2011.5,1,37.53,105.03,1330,"None",NA,30,NA,"Caragana korshinshii, Hedysarum scoparium","Temperate","Shrubland","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,9.6,186.5,2400,NA,NA,"Gas chromatography",15,NA,1600,"9to10",30,1,NA,179.175,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8263,"2020-02-06",8728,"Hu","Q1","JJ","China","Ningxia","Zhongwei, Shapotou","CN-NX-CK",2011.5,1,37.53,105.03,1330,"None",NA,30,NA,"Caragana korshinshii, Hedysarum scoparium","Temperate","Desert","Managed","Deciduous","Aggrading",NA,"Dry",NA,NA,NA,NA,NA,9.6,186.5,2400,NA,NA,"Gas chromatography",15,NA,1600,"9to10",30,1,NA,83.1372,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8356,"2020-02-07",8821,"Wang","Q01","JJ","China","Zhejiang","Linan","CN-ZJ-SITEI",2012,1,30.23,119.7,175,"Fertilized","188 kg N ha-1, 488 kg k ha-1",21,NA,"Castanea mollissima","Subtropical","Plantation","Managed","Deciduous","Aggrading","Red soil","Dry",NA,9.53,NA,NA,NA,15.8,1424,NA,NA,NA,"Gas chromatography",10,NA,900,"9to11",30,1,NA,459.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8357,"2020-02-07",8821,"Wang","Q01","JJ","China","Zhejiang","Linan","CN-ZJ-SITEII",2012,1,30.23,119.7,175,"Fertilized","188 kg N ha-1, 488 kg k ha-1",21,NA,"Castanea mollissima","Subtropical","Plantation","Managed","Deciduous","Aggrading","Red soil","Dry",NA,9.53,NA,NA,NA,15.8,1424,NA,NA,NA,"Gas chromatography",10,NA,900,"9to11",30,1,NA,481.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Figure 2"
8405,"2020-02-09",8974,"Li","Q01","JJ","China","Jiangxi","Taihe city","CN-JX-CK",2013,1,26.73,115.05,NA,"None","None",NA,3,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading",NA,"Dry",1.54,18.58,NA,NA,NA,17.9,1505,NA,NA,NA,"Gas chromatography",NA,NA,2500,"9to11",4,1,NA,466,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
8406,"2020-02-09",8974,"Li","Q01","JJ","China","Jiangxi","Taihe city","CN-JX-A40",2013,1,26.73,115.05,NA,"Fertilized","40 kg N ha-1",NA,3,"Pinus massoniana","Subtropical","Forest","Managed","Evergreen","Aggrading",NA,"Dry",1.54,18.58,NA,NA,NA,17.9,1505,NA,NA,NA,"Gas chromatography",NA,NA,2500,"9to11",4,1,NA,517,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2"
