"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Site_ID","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Collar_height","Collar_depth","Chamber_area","Time_of_day","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes"
2740,"2009-06-30",3683,"Yan",NA,"Q01","BBL","China","Guangdong","Dinghushan Biosphere Reserve","CN-DBR-MEBF",2003.5,1,23.18,112.54,260,"None",NA,NA,400,"Cryptocarya concinna; Machilus chinensis; Cryptocarya chinensis","Subtropical","Forest","Natural","Evergreen","Mature","Lateritic red earths","Dry",NA,NA,NA,NA,NA,20.9,1956,NA,NA,NA,"Gas chromatography",NA,3,1962.5,NA,7,1,NA,1586,NA,NA,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970,NA,NA,NA,1254,359,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,9107,60,"Rs_max and maxday estimated from figure"
2796,"2009-07-14",4172,"Zhou",NA,"Q01","BBL","China","Heilongjiang","Maoershan Mountain","CN-MSM-DF",2006,1,45.41,127.54,300,"None",NA,NA,NA,"Pinus koraiensis; Fraxinus mandshurica; Juglans mandshurica; Betula platyphylla; Populus davidiana","Temperate","Forest","Natural","Mixed","Mature",NA,"Dry",0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",8,3.5,84.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,NA,"Growing season Rs estimated from figure"
2797,"2009-07-14",4172,"Zhou",NA,"Q01","BBL","China","Heilongjiang","Maoershan Mountain","CN-MSM-EF",2006,1,45.41,127.54,300,"None",NA,NA,20,"Larix gleminii","Temperate","Forest","Managed","Deciduous","Aggrading",NA,"Dry",0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",8,3.5,84.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,NA,NA,"Growing season Rs estimated from figure"
2885,"2009-07-16",3657,"Wang",NA,"Q01","BBL","China",NA,"Yao Jingzi Grassland Nature Reserve","CN-YJG",2002,1,44.75,123.75,160,"None",NA,NA,NA,"Leymus chinensis","Temperate","Grassland","Natural","Deciduous","Mature","Chernozem","Dry",NA,NA,NA,NA,NA,4.9,470,NA,NA,NA,"Alkali absorption",23,5,132.67,NA,NA,NA,"Model",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51,NA,NA,0.57,"Growing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,"Rs and RC estimated from figure"
2896,"2009-07-17",3665,"Werner",NA,"Q03","BBL","China",NA,NA,"CN-XSBN-SITE1CK",NA,1,21.96,101.2,770,"None",NA,NA,NA,"Mix","Tropical","Forest","Natural","Evergreen","Mature","Sandy loam (Yellow lateritic)","Dry",1.3,10,59,23,18,21.8,1493,NA,NA,NA,"IRGA",22,10,3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,34150,26800,7350,NA,NA,173,NA,20,"Unclear what year study was performed"
2897,"2009-07-17",3665,"Werner",NA,"Q03","BBL","China",NA,NA,"CN-XSBN-SITE2CK",NA,1,21.92,101.27,550,"None",NA,NA,NA,"Mix","Tropical","Forest","Natural","Evergreen","Aggrading","Clay loam (Yellow lateritic)","Dry",1.18,11,26,40,34,21.8,1493,NA,NA,NA,"IRGA",22,10,3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,20,"Unclear what year study was performed"
2898,"2009-07-17",3665,"Werner",NA,"Q03","BBL","China",NA,NA,"CN-XSBN-FERT",NA,1,21.91,101.27,580,"Fertilized",NA,NA,NA,"Ficus elastica","Tropical","Forest","Managed","Evergreen","Aggrading","Silty clay (Yellow lateritic)","Dry",1.24,10.3,8,51,41,21.8,1493,NA,NA,NA,"IRGA",22,10,3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,NA,20,"Unclear what year study was performed"
2899,"2009-07-17",3665,"Werner",NA,"Q03","BBL","China",NA,NA,"CN-XSBN-IRG",NA,1,21.96,101.2,770,"Irrigated",NA,NA,NA,"Mix","Tropical","Forest","Natural","Evergreen","Mature","Sandy loam (Yellow lateritic)","Dry",1.3,10,59,23,18,21.8,1493,NA,NA,NA,"IRGA",22,10,3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,34150,26800,7350,NA,NA,173,NA,20,"Unclear what year study was performed"
2900,"2009-07-17",3665,"Werner",NA,"Q03","BBL","China",NA,NA,"CN-XSBN-IRG2",NA,1,21.92,101.27,550,"Irrigated",NA,NA,NA,"Mix","Tropical","Forest","Natural","Evergreen","Aggrading","Clay loam (Yellow lateritic)","Dry",1.18,11,26,40,34,21.8,1493,NA,NA,NA,"IRGA",22,10,3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,20,"Unclear what year study was performed"
2901,"2009-07-17",3665,"Werner",NA,"Q03","BBL","China",NA,NA,"CN-XSBN-FERTIRG",NA,1,21.91,101.27,580,"Irrigated, fertilized",NA,NA,NA,"Ficus elastica","Tropical","Forest","Managed","Evergreen","Aggrading","Silty clay (Yellow lateritic)","Dry",1.24,10.3,8,51,41,21.8,1493,NA,NA,NA,"IRGA",22,10,3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,NA,20,"Unclear what year study was performed"
3043,"2009-07-23",3886,"Jia",NA,"Q01","BBL","China",NA,"Maoershan Forest Research Station","CN-MFR-FMSCK",2004.5,1.3,45.38,127.53,NA,"None","10 gN/m2",NA,NA,"Fraxinus mandshurica","Temperate","Forest","Managed","Deciduous",NA,NA,"Dry",NA,NA,NA,NA,NA,2.8,723,NA,NA,NA,"IRGA",NA,3,51.25,NA,30,1,NA,1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,325,115,NA,NA,NA,"Rs and C_CR estimated from figure"
3044,"2009-07-23",3886,"Jia",NA,"Q01","BBL","China",NA,"Maoershan Forest Research Station","CN-MFR-FMSFT",2004.5,1.3,45.38,127.53,NA,"Fertilized","10 gN/m2",NA,NA,"Fraxinus mandshurica","Temperate","Forest","Managed","Deciduous",NA,NA,"Dry",NA,NA,NA,NA,NA,2.8,723,NA,NA,NA,"IRGA",NA,3,51.25,NA,30,1,NA,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,300,83,NA,NA,NA,"Rs and C_CR estimated from figure"
3045,"2009-07-23",3886,"Jia",NA,"Q01","BBL","China",NA,"Maoershan Forest Research Station","CN-MFR-LARIXCK",2004.5,1.3,45.38,127.53,NA,"None","10 gN/m2",NA,NA,"Larix gmelinii","Temperate","Forest","Managed","Deciduous",NA,NA,"Dry",NA,NA,NA,NA,NA,2.8,723,NA,NA,NA,"IRGA",NA,3,51.25,NA,30,1,NA,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,150,79,NA,NA,NA,"Rs and C_CR estimated from figure"
3046,"2009-07-23",3886,"Jia",NA,"Q01","BBL","China",NA,"Maoershan Forest Research Station","CN-MFR-LARIXFT",2004.5,1.3,45.38,127.53,NA,"Fertilized","10 gN/m2",NA,NA,"Larix gmelinii","Temperate","Forest","Managed","Deciduous",NA,NA,"Dry",NA,NA,NA,NA,NA,2.8,723,NA,NA,NA,"IRGA",NA,3,51.25,NA,30,1,NA,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,175,64,NA,NA,NA,"Rs and C_CR estimated from figure"
3074,"2009-07-24",3764,"Chang",NA,"Q01","BBL","China",NA,"Qilian Mountains","CN-QLM-2500M",2004,1,NA,NA,2500,"None",NA,NA,NA,"Iris ensata; Achnatherum inebrians; Stipa grandis","Temperate","Grassland","Natural","Deciduous","Mature",NA,"Dry",0.52,NA,NA,NA,NA,0.5,435,NA,NA,NA,"IRGA",4.4,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R10 estimated from figure"
3075,"2009-07-24",3764,"Chang",NA,"Q01","BBL","China",NA,"Qilian Mountains","CN-QLM-2600M",2004,1,NA,NA,2600,"None",NA,NA,NA,"Potentilla spp.;  Achnatherum inebrians; Carex spp.","Temperate","Grassland","Natural","Deciduous","Mature",NA,"Dry",0.58,NA,NA,NA,NA,0.5,435,NA,NA,NA,"IRGA",4.4,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R10 estimated from figure"
3076,"2009-07-24",3764,"Chang",NA,"Q01","BBL","China",NA,"Qilian Mountains","CN-QLM-2700M",2004,1,NA,NA,2700,"None",NA,NA,NA,"Carex spp.;  Achnatherum inebrians; Polygonum viviparum","Temperate","Grassland","Natural","Deciduous","Mature",NA,"Dry",0.62,NA,NA,NA,NA,0.5,435,NA,NA,NA,"IRGA",4.4,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R10 estimated from figure"
3077,"2009-07-24",3764,"Chang",NA,"Q01","BBL","China",NA,"Qilian Mountains","CN-QLM-2800M",2004,1,NA,NA,2800,"None",NA,NA,NA,"Carex spp.; Iris ensata; Pop(?) sibilica","Temperate","Grassland","Natural","Deciduous","Mature",NA,"Dry",0.65,NA,NA,NA,NA,0.5,435,NA,NA,NA,"IRGA",4.4,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R10 estimated from figure"
3078,"2009-07-24",3764,"Chang",NA,"Q01","BBL","China",NA,"Qilian Mountains","CN-QLM-2900M",2004,1,NA,NA,2900,"None",NA,NA,NA,"Carex spp.; Stipa grandis; Oxytropis ochrocephala","Temperate","Grassland","Natural","Deciduous","Mature",NA,"Dry",0.76,NA,NA,NA,NA,0.5,435,NA,NA,NA,"IRGA",4.4,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R10 estimated from figure"
3079,"2009-07-24",3764,"Chang",NA,"Q01","BBL","China",NA,"Qilian Mountains","CN-QLM-3000M",2004,1,NA,NA,3000,"None",NA,NA,NA,"Carex spp.; Stipa grandis; Oxytropis ochrocephala","Temperate","Grassland","Natural","Deciduous","Mature",NA,"Dry",NA,NA,NA,NA,NA,0.5,435,NA,NA,NA,"IRGA",4.4,2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R10 estimated from figure"
3087,"2009-07-24",4045,"Ren",NA,"Q02","BBL","China",NA,"Taoyuan Station of Agricultural Ecosystem Research","CN-TSO",2003,1,28.92,111.45,NA,"None",NA,NA,NA,"Oryza sativa","Subtropical","Agriculture","Managed","Deciduous","Aggrading","Red clay","Wet",NA,NA,NA,NA,NA,16.5,1448,NA,16.8,NA,"IRGA",NA,NA,NA,NA,0.1,1,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598.5,923.5,675.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GPP, NEE, ER from #4175"
3365,"2009-09-11",3030,"Liu",NA,"Q03","BBL","China",NA,"Changbai Mountain","CN-CBS",NA,1,46.98,127.37,1850,"None",NA,NA,NA,"Betula ermanii; Picea jezoensis; Abies nephrolepsis; Sorbus pohuashanensis","Temperate","Forest","Natural","Mixed","Mature","Mountain brown coniferous soil","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",4.5,2.5,78.5,NA,50,0.375,"Exclusion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,"Growing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Used mean of equation parameters given"
3543,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-CK",2004,1,24.53333333,101.0166667,2476,"None",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,"Comparison",992,NA,NA,NA,327.36,664.64,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3544,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-LR",2004,1,24.53333333,101.0166667,2476,"Litter manipulation","Litter removed",NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,NA,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3545,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-LRTR",2004,1,24.53333333,101.0166667,2476,"Thinned",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,"Exclusion",464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3546,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-TR",2004,1,24.53333333,101.0166667,2476,"Trench",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,"Exclusion",817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3547,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-GIRD",2004,1,24.53333333,101.0166667,2476,"Girdling",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3548,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-GIRDLR",2004,1,24.53333333,101.0166667,2476,"Girdling, litter removal",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,NA,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3549,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-GIRDLRTR",2004,1,24.53333333,101.0166667,2476,"Girdling, litter removal, trenching",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,NA,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3550,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-GIRDTR",2004,1,24.53333333,101.0166667,2476,"Girdling",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,"Exclusion",893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3551,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-CK",2005,1,24.53333333,101.0166667,2476,"None",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,"Comparison",714,NA,NA,NA,235.62,478.38,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3552,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-LR",2005,1,24.53333333,101.0166667,2476,"Litter manipulation","Litter removal",NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3553,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-LRTR",2005,1,24.53333333,101.0166667,2476,"Thinned",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,"Exclusion",407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3554,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-TR",2005,1,24.53333333,101.0166667,2476,"Trench",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,"Exclusion",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3555,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-GIRD",2005,1,24.53333333,101.0166667,2476,"Girdling",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,NA,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3556,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-GIRDLR",2005,1,24.53333333,101.0166667,2476,"Girdling, litter removal",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
3557,"2010-04-21",5113,"Schaefer",NA,"Q03","BBL","China","Yunnan","Ailao Mountains Nature Preserve","CN-AMN-GIRDLRTR",2005,1,24.53333333,101.0166667,2476,"Girdling, litter removal, trenching",NA,NA,NA,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis","Subtropical","Forest","Natural","Evergreen","Mature","Loamy alfisols","Dry",NA,NA,NA,NA,NA,11.3,1840,NA,NA,NA,"IRGA",30,2,490.8,NA,30,1,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,"Q10s estimated from Table 1"
